year,sex,age,correction,type
2019,M,37,-0.3085870881121737,incidence
2020,M,37,-0.30796584850555575,incidence
2021,M,37,-0.3073657565910206,incidence
2022,M,37,-0.3067898473908211,incidence
2023,M,37,-0.3062411041214356,incidence
2024,M,37,-0.305722379694253,incidence
2025,M,37,-0.30523643418318896,incidence
2026,M,37,-0.30477658769416704,incidence
2000,F,38,0,incidence
2001,F,38,-0.31482407310716637,incidence
2002,F,38,-0.3140262829217099,incidence
2003,F,38,-0.31322264706984154,incidence
2004,F,38,-0.3124184447702975,incidence
2005,F,38,-0.3116192429445294,incidence
2006,F,38,-0.31083086907061697,incidence
2007,F,38,-0.31005926703791314,incidence
2008,F,38,-0.3093105611410555,incidence
2009,F,38,-0.30859080888760015,incidence
2010,F,38,-0.307906061870259,incidence
2011,F,38,-0.3072622263124604,incidence
2012,F,38,-0.3066649758334441,incidence
2013,F,38,-0.3061197370892672,incidence
2014,F,38,-0.30563150278412904,incidence
2015,F,38,-0.3052048575210668,incidence
2016,F,38,-0.3048438729745043,incidence
2017,F,38,-0.30455206892988346,incidence
2018,F,38,-0.30433232894616485,incidence
2019,F,38,-0.3041868932080315,incidence
2020,F,38,-0.30411730803210746,incidence
2021,F,38,-0.30412441734369217,incidence
2022,F,38,-0.30420832847857643,incidence
2023,F,38,-0.3043684330603239,incidence
2024,F,38,-0.3046034038140982,incidence
2025,F,38,-0.30491121573013874,incidence
2026,F,38,-0.30527258632710547,incidence
2000,M,38,0,incidence
2001,M,38,-0.32005720484905303,incidence
2002,M,38,-0.3195370751687167,incidence
2003,M,38,-0.31899831528528516,incidence
2004,M,38,-0.3184418783116225,incidence
2005,M,38,-0.31786887287415916,incidence
2006,M,38,-0.31728056454874576,incidence
2007,M,38,-0.3166783969378455,incidence
2008,M,38,-0.31606394443348385,incidence
2009,M,38,-0.3154389544259341,incidence
2010,M,38,-0.3148053185702464,incidence
2011,M,38,-0.3141650697076521,incidence
2012,M,38,-0.31352037449591147,incidence
2013,M,38,-0.3128735212775367,incidence
2014,M,38,-0.3122269074754085,incidence
2015,M,38,-0.31158302751310174,incidence
2016,M,38,-0.3109444568596676,incidence
2017,M,38,-0.31031384178638505,incidence
2018,M,38,-0.3096938629968706,incidence
2019,M,38,-0.30908723379558284,incidence
2020,M,38,-0.30849670018549086,incidence
2021,M,38,-0.30792495904044004,incidence
2022,M,38,-0.30737470310531206,incidence
2023,M,38,-0.3068485677875164,incidence
2024,M,38,-0.30634911864516906,incidence
2025,M,38,-0.30587882290012164,incidence
2026,M,38,-0.3054306586879038,incidence
2000,F,39,0,incidence
2001,F,39,-0.3147388575679113,incidence
2002,F,39,-0.31393803678595916,incidence
2003,F,39,-0.31313153003302874,incidence
2004,F,39,-0.31232462125044663,incidence
2005,F,39,-0.3115228852841477,incidence
2006,F,39,-0.3107321347435019,incidence
2007,F,39,-0.30995833599988465,incidence
2008,F,39,-0.3092076015052059,incidence
2009,F,39,-0.30848599016697664,incidence
2010,F,39,-0.3077995455598059,incidence
2011,F,39,-0.30715416694037634,incidence
2012,F,39,-0.3065555347354158,incidence
2013,F,39,-0.30600903024239257,incidence
2014,F,39,-0.3055196749248153,incidence
2015,F,39,-0.3050920312961451,incidence
2016,F,39,-0.30473017186985957,incidence
2017,F,39,-0.30443759509807783,incidence
2018,F,39,-0.3042171902052017,incidence
2019,F,39,-0.3040711956330738,incidence
2020,F,39,-0.3040011589083385,incidence
2021,F,39,-0.3040079063540217,incidence
2022,F,39,-0.3040915652705883,incidence
2023,F,39,-0.3042515231203784,incidence
2024,F,39,-0.30448646814892716,incidence
2025,F,39,-0.3047943731245989,incidence
2026,F,39,-0.3051560368587617,incidence
2000,M,39,0,incidence
2001,M,39,-0.31996090427493706,incidence
2002,M,39,-0.3194591849337621,incidence
2003,M,39,-0.3189407213625659,incidence
2004,M,39,-0.3184064185617517,incidence
2005,M,39,-0.31785733635641883,incidence
2006,M,39,-0.31729466778439547,incidence
2007,M,39,-0.31671976088324255,incidence
2008,M,39,-0.31613406832972796,incidence
2009,M,39,-0.3155392093192307,incidence
2010,M,39,-0.3149369075003316,incidence
2011,M,39,-0.3143290182369716,incidence
2012,M,39,-0.313717506953791,incidence
2013,M,39,-0.31310443343964894,incidence
2014,M,39,-0.312491975480604,incidence
2015,M,39,-0.3118823657995215,incidence
2016,M,39,-0.3112779193520373,incidence
2017,M,39,-0.3106809983860054,incidence
2018,M,39,-0.3100940064016202,incidence
2019,M,39,-0.3095194221628348,incidence
2020,M,39,-0.30895961463198063,incidence
2021,M,39,-0.3084170617039584,incidence
2022,M,39,-0.3078941581676706,incidence
2023,M,39,-0.30739325579963833,incidence
2024,M,39,-0.30691666473841245,incidence
2025,M,39,-0.3064666040434259,incidence
2026,M,39,-0.30603576331890403,incidence
2000,F,40,0,incidence
2001,F,40,-0.31464585408761775,incidence
2002,F,40,-0.31384110602659454,incidence
2003,F,40,-0.31303075188921603,incidence
2004,F,40,-0.31222008394438483,incidence
2005,F,40,-0.3114146733966425,incidence
2006,F,40,-0.3106203642229235,incidence
2007,F,40,-0.30984310865493436,incidence
2008,F,40,-0.3090889863368443,incidence
2009,F,40,-0.30836410869638375,incidence
2010,F,40,-0.3076744951476561,incidence
2011,F,40,-0.30702604973262765,incidence
2012,F,40,-0.30642445038817473,incidence
2013,F,40,-0.3058750827282729,incidence
2014,F,40,-0.30538296065513076,incidence
2015,F,40,-0.3049526580655083,incidence
2016,F,40,-0.30458824340273394,incidence
2017,F,40,-0.3042932355713781,incidence
2018,F,40,-0.30407052056113004,incidence
2019,F,40,-0.30392234623675946,incidence
2020,F,40,-0.30385027187176994,incidence
2021,F,40,-0.30385514336929637,incidence
2022,F,40,-0.30393710672066515,incidence
2023,F,40,-0.3040955559722245,incidence
2024,F,40,-0.30432920739777247,incidence
2025,F,40,-0.30463605125227233,incidence
2026,F,40,-0.3049969903966484,incidence
2000,M,40,0,incidence
2001,M,40,-0.3198594737951676,incidence
2002,M,40,-0.3193731944049212,incidence
2003,M,40,-0.31887180586132885,incidence
2004,M,40,-0.3183562023958105,incidence
2005,M,40,-0.3178274289235195,incidence
2006,M,40,-0.31728661618856885,incidence
2007,M,40,-0.31673506076154184,incidence
2008,M,40,-0.3161741322706936,incidence
2009,M,40,-0.3156053437328251,incidence
2010,M,40,-0.31503032320423174,incidence
2011,M,40,-0.3144507828540411,incidence
2012,M,40,-0.3138685411745117,incidence
2013,M,40,-0.31328551361015433,incidence
2014,M,40,-0.31270369678912974,incidence
2015,M,40,-0.3121251385280545,incidence
2016,M,40,-0.31155194896215427,incidence
2017,M,40,-0.31098629259996463,incidence
2018,M,40,-0.31043036260345225,incidence
2019,M,40,-0.30988636899156,incidence
2020,M,40,-0.30935652072356334,incidence
2021,M,40,-0.30884303701851085,incidence
2022,M,40,-0.308348096077078,incidence
2023,M,40,-0.3078738277389502,incidence
2024,M,40,-0.30742232442307077,incidence
2025,M,40,-0.30699560376493645,incidence
2026,M,40,-0.3065861005444407,incidence
2000,F,41,0,incidence
2001,F,41,-0.3145487784185258,incidence
2002,F,41,-0.3137396012134927,incidence
2003,F,41,-0.3129248125218011,incidence
2004,F,41,-0.3121097022193262,incidence
2005,F,41,-0.31129985047642433,incidence
2006,F,41,-0.3105010671575487,incidence
2007,F,41,-0.30971933469225954,incidence
2008,F,41,-0.308960720839041,incidence
2009,F,41,-0.3082313196959914,incidence
2010,F,41,-0.30753716517530916,incidence
2011,F,41,-0.30688415501006755,incidence
2012,F,41,-0.3062779712437273,incidence
2013,F,41,-0.30572400436650027,incidence
2014,F,41,-0.30522727670052086,incidence
2015,F,41,-0.3047923679412863,incidence
2016,F,41,-0.3044233805196915,incidence
2017,F,41,-0.30412383064279974,incidence
2018,F,41,-0.3038966358556262,incidence
2019,F,41,-0.3037440691435746,incidence
2020,F,41,-0.30366772144804616,incidence
2021,F,41,-0.3036684746240192,incidence
2022,F,41,-0.30374650020211397,incidence
2023,F,41,-0.3039012361527403,incidence
2024,F,41,-0.30413145244010026,incidence
2025,F,41,-0.3044351637089427,incidence
2026,F,41,-0.3047934170024508,incidence
2000,M,41,0,incidence
2001,M,41,-0.3197581141200234,incidence
2002,M,41,-0.31928427890929045,incidence
2003,M,41,-0.31879676220448194,incidence
2004,M,41,-0.31829644740014207,incidence
2005,M,41,-0.3177843830834146,incidence
2006,M,41,-0.317261673495674,incidence
2007,M,41,-0.3167295688208798,incidence
2008,M,41,-0.3161894095405413,incidence
2009,M,41,-0.31564264822482735,incidence
2010,M,41,-0.31509082605739225,incidence
2011,M,41,-0.3145355810260748,incidence
2012,M,41,-0.31397864333660097,incidence
2013,M,41,-0.31342180910501144,incidence
2014,M,41,-0.31286693937472393,incidence
2015,M,41,-0.3123159625604564,incidence
2016,M,41,-0.31177085234250745,incidence
2017,M,41,-0.31123361907238967,incidence
2018,M,41,-0.31070629528838783,incidence
2019,M,41,-0.3101909279910038,incidence
2020,M,41,-0.30968956336384507,incidence
2021,M,41,-0.30920423318287543,incidence
2022,M,41,-0.3087369445192672,incidence
2023,M,41,-0.3082896576971523,incidence
2024,M,41,-0.30786428069134425,incidence
2025,M,41,-0.30746270434181067,incidence
2026,M,41,-0.307077135036212,incidence
2000,F,42,0,incidence
2001,F,42,-0.3144512321848378,incidence
2002,F,42,-0.31363753147393525,incidence
2003,F,42,-0.3128181157387419,incidence
2004,F,42,-0.31199825603403997,incidence
2005,F,42,-0.3111835200543969,incidence
2006,F,42,-0.3103797006246807,incidence
2007,F,42,-0.30959275902605055,incidence
2008,F,42,-0.30882875580439745,incidence
2009,F,42,-0.308093768165635,incidence
2010,F,42,-0.3073938223753967,incidence
2011,F,42,-0.30673481226731475,incidence
2012,F,42,-0.30612242302399156,incidence
2013,F,42,-0.30556204764587086,incidence
2014,F,42,-0.30505871971560317,incidence
2015,F,42,-0.3046170424699226,incidence
2016,F,42,-0.30424113259130375,incidence
2017,F,42,-0.30393454357417166,incidence
2018,F,42,-0.30370023258049755,incidence
2019,F,42,-0.3035405150200874,incidence
2020,F,42,-0.3034570378881061,incidence
2021,F,42,-0.3034507419316349,incidence
2022,F,42,-0.30352185194169934,incidence
2023,F,42,-0.3036698898229164,incidence
2024,F,42,-0.30389366579753213,incidence
2025,F,42,-0.30419129637344205,incidence
2026,F,42,-0.30454397123479615,incidence
2000,M,42,0,incidence
2001,M,42,-0.31966179621092045,incidence
2002,M,42,-0.3191974206316466,incidence
2003,M,42,-0.3187205531185451,incidence
2004,M,42,-0.3182321354162072,incidence
2005,M,42,-0.31773318106611714,incidence
2006,M,42,-0.31722482455929785,incidence
2007,M,42,-0.3167082964731734,incidence
2008,M,42,-0.316184919109276,incidence
2009,M,42,-0.3156561290649705,incidence
2010,M,42,-0.31512341486877954,incidence
2011,M,42,-0.3145883791477985,incidence
2012,M,42,-0.31405268898867483,incidence
2013,M,42,-0.31351806263379023,incidence
2014,M,42,-0.31298631114362735,incidence
2015,M,42,-0.31245925794213686,incidence
2016,M,42,-0.3119387804629634,incidence
2017,M,42,-0.3114268060848856,incidence
2018,M,42,-0.31092522965386354,incidence
2019,M,42,-0.3104360178950482,incidence
2020,M,42,-0.30996106081402647,incidence
2021,M,42,-0.3095022833504059,incidence
2022,M,42,-0.3090615559638143,incidence
2023,M,42,-0.30864071052753017,incidence
2024,M,42,-0.3082415250570035,incidence
2025,M,42,-0.3078657108021672,incidence
2026,M,42,-0.30750540027303674,incidence
2000,F,43,0,incidence
2001,F,43,-0.3143566231540422,incidence
2002,F,43,-0.3135387058855604,incidence
2003,F,43,-0.31271486278445804,incidence
2004,F,43,-0.3118903276989314,incidence
2005,F,43,-0.3110706323118146,incidence
2006,F,43,-0.3102615105257187,incidence
2007,F,43,-0.3094689479492203,incidence
2008,F,43,-0.30869891749021844,incidence
2009,F,43,-0.3079574777440663,incidence
2010,F,43,-0.30725065810782304,incidence
2011,F,43,-0.3065843132968297,incidence
2012,F,43,-0.3059641281884543,incidence
2013,F,43,-0.30539549738492544,incidence
2014,F,43,-0.3048834677987621,incidence
2015,F,43,-0.30443266812893915,incidence
2016,F,43,-0.3040472422124529,incidence
2017,F,43,-0.303730788255024,incidence
2018,F,43,-0.3034863167405013,incidence
2019,F,43,-0.3033162153197662,incidence
2020,F,43,-0.3032221993800618,incidence
2021,F,43,-0.30320529491368214,incidence
2022,F,43,-0.30326582684362735,incidence
2023,F,43,-0.3034034131757885,incidence
2024,F,43,-0.30361696537065647,incidence
2025,F,43,-0.30390471533673574,incidence
2026,F,43,-0.3042480469737674,incidence
2000,M,43,0,incidence
2001,M,43,-0.31957514614788385,incidence
2002,M,43,-0.31911723281761456,incidence
2003,M,43,-0.3186478369890001,incidence
2004,M,43,-0.31816790471992196,incidence
2005,M,43,-0.31767851013365817,incidence
2006,M,43,-0.31718078108127523,incidence
2007,M,43,-0.31667596989523356,incidence
2008,M,43,-0.3161654202448063,incidence
2009,M,43,-0.31565053338571436,incidence
2010,M,43,-0.31513283288324706,incidence
2011,M,43,-0.31461386334827995,incidence
2012,M,43,-0.3140953183960714,incidence
2013,M,43,-0.313578855779609,incidence
2014,M,43,-0.31306623510066456,incidence
2015,M,43,-0.3125592755523288,incidence
2016,M,43,-0.3120597721112688,incidence
2017,M,43,-0.31156959809568446,incidence
2018,M,43,-0.3110905852291634,incidence
2019,M,43,-0.310624614990769,incidence
2020,M,43,-0.3101734785867651,incidence
2021,M,43,-0.30973909388517784,incidence
2022,M,43,-0.3093231465114122,incidence
2023,M,43,-0.30892741861130646,incidence
2024,M,43,-0.3085535658533714,incidence
2025,M,43,-0.308203201206104,incidence
2026,M,43,-0.30786836507630067,incidence
2000,F,44,0,incidence
2001,F,44,-0.3142680448832309,incidence
2002,F,44,-0.3134465861517567,incidence
2003,F,44,-0.31261892570908273,incidence
2004,F,44,-0.3117901609204312,incidence
2005,F,44,-0.31096578470809044,incidence
2006,F,44,-0.3101514899664432,incidence
2007,F,44,-0.3093531361923027,incidence
2008,F,44,-0.30857669768940166,incidence
2009,F,44,-0.3078282148892777,incidence
2010,F,44,-0.3071136002559673,incidence
2011,F,44,-0.30643871827718344,incidence
2012,F,44,-0.30580923030469104,incidence
2013,F,44,-0.30523052439576503,incidence
2014,F,44,-0.3047076526319385,incidence
2015,F,44,-0.30424526646067807,incidence
2016,F,44,-0.30384754524464463,incidence
2017,F,44,-0.3035181463378155,incidence
2018,F,44,-0.3032601483014808,incidence
2019,F,44,-0.30307603013364925,incidence
2020,F,44,-0.3029675956324654,incidence
2021,F,44,-0.3029359909102451,incidence
2022,F,44,-0.3029816633184201,incidence
2023,F,44,-0.3031043764376311,incidence
2024,F,44,-0.3033031856545619,incidence
2025,F,44,-0.30357648176929386,incidence
2026,F,44,-0.30390586720091584,incidence
2000,M,44,0,incidence
2001,M,44,-0.31950222695080716,incidence
2002,M,44,-0.3190478514413873,incidence
2003,M,44,-0.31858279286947333,incidence
2004,M,44,-0.3181080246570143,incidence
2005,M,44,-0.3176246818859375,incidence
2006,M,44,-0.3171339155817496,incidence
2007,M,44,-0.316637020068604,incidence
2008,M,44,-0.3161353503810137,incidence
2009,M,44,-0.31563035410930623,incidence
2010,M,44,-0.31512355674549636,incidence
2011,M,44,-0.3146165407229761,incidence
2012,M,44,-0.31411096561682,incidence
2013,M,44,-0.3136085360207278,incidence
2014,M,44,-0.31311099676872445,incidence
2015,M,44,-0.3126201401827422,incidence
2016,M,44,-0.3121377605125228,incidence
2017,M,44,-0.31166568646245013,incidence
2018,M,44,-0.31120574215318275,incidence
2019,M,44,-0.31075973778888094,incidence
2020,M,44,-0.3103294865019249,incidence
2021,M,44,-0.3099167329572945,incidence
2022,M,44,-0.30952321436746005,incidence
2023,M,44,-0.3091505892570409,incidence
2024,M,44,-0.308800461401051,incidence
2025,M,44,-0.30847435102956344,incidence
2026,M,44,-0.3081642627673497,incidence
2000,F,45,0,incidence
2001,F,45,-0.314188208582519,incidence
2002,F,45,-0.3133642981201138,incidence
2003,F,45,-0.31253368666446957,incidence
2004,F,45,-0.3117015096406239,incidence
2005,F,45,-0.310873074320391,incidence
2006,F,45,-0.3100539927166574,incidence
2007,F,45,-0.3092500676582687,incidence
2008,F,45,-0.3084671688709442,incidence
2009,F,45,-0.3077112368142467,incidence
2010,F,45,-0.3069881497167439,incidence
2011,F,45,-0.3063037111720341,incidence
2012,F,45,-0.3056635473175098,incidence
2013,F,45,-0.30507302278436077,incidence
2014,F,45,-0.3045371898893488,incidence
2015,F,45,-0.3040607110015514,incidence
2016,F,45,-0.3036478315699529,incidence
2017,F,45,-0.3033022455362257,incidence
2018,F,45,-0.3030271429380469,incidence
2019,F,45,-0.30282507131665676,incidence
2020,F,45,-0.30269797347884947,incidence
2021,F,45,-0.30264714186257874,incidence
2022,F,45,-0.3026731873678581,incidence
2023,F,45,-0.302776041190044,incidence
2024,F,45,-0.30295495710723575,incidence
2025,F,45,-0.3032085166282914,incidence
2026,F,45,-0.30351860025804533,incidence
2000,M,45,0,incidence
2001,M,45,-0.3194463762339305,incidence
2002,M,45,-0.31899274376501074,incidence
2003,M,45,-0.3185290141001783,incidence
2004,M,45,-0.3180562268273889,incidence
2005,M,45,-0.3175755137658653,incidence
2006,M,45,-0.3170881615801646,incidence
2007,M,45,-0.3165954614523554,incidence
2008,M,45,-0.3160988283209153,incidence
2009,M,45,-0.31559975397723805,incidence
2010,M,45,-0.31509981877140975,incidence
2011,M,45,-0.31460062556391083,incidence
2012,M,45,-0.3141038952137722,incidence
2013,M,45,-0.31361133555252924,incidence
2014,M,45,-0.31312473352420084,incidence
2015,M,45,-0.3126458889796974,incidence
2016,M,45,-0.31217662109384614,incidence
2017,M,45,-0.31171875605375693,incidence
2018,M,45,-0.3112741195160617,incidence
2019,M,45,-0.310844519371903,incidence
2020,M,45,-0.3104317348165645,incidence
2021,M,45,-0.3100375063924582,incidence
2022,M,45,-0.30966352399358993,incidence
2023,M,45,-0.3093114071119996,incidence
2024,M,45,-0.30898273064544535,incidence
2025,M,45,-0.308678937255123,incidence
2026,M,45,-0.3083920205435419,incidence
2000,F,46,0,incidence
2001,F,46,-0.31411921173114693,incidence
2002,F,46,-0.31329420416861964,incidence
2003,F,46,-0.31246197139548254,incidence
2004,F,46,-0.31162746276609904,incidence
2005,F,46,-0.3107959159270667,incidence
2006,F,46,-0.3099728106987644,incidence
2007,F,46,-0.30916379276442213,incidence
2008,F,46,-0.3083746336517587,incidence
2009,F,46,-0.3076111515115022,incidence
2010,F,46,-0.3068791665000243,incidence
2011,F,46,-0.3061843736272129,incidence
2012,F,46,-0.305532351873609,incidence
2013,F,46,-0.30492842265016895,incidence
2014,F,46,-0.3043776185663608,incidence
2015,F,46,-0.3038846577511479,incidence
2016,F,46,-0.30345375579100486,incidence
2017,F,46,-0.30308871069688553,incidence
2018,F,46,-0.3027927811280173,incidence
2019,F,46,-0.3025686540013557,incidence
2020,F,46,-0.30241842218406734,incidence
2021,F,46,-0.30234353325608915,incidence
2022,F,46,-0.3023448064150433,incidence
2023,F,46,-0.3024223686933507,incidence
2024,F,46,-0.30257573802793974,incidence
2025,F,46,-0.3028037135962533,incidence
2026,F,46,-0.3030884910600281,incidence
2000,M,46,0,incidence
2001,M,46,-0.3194099856719819,incidence
2002,M,46,-0.31895451939805214,incidence
2003,M,46,-0.318489311237918,incidence
2004,M,46,-0.3180154920666179,incidence
2005,M,46,-0.3175342565328878,incidence
2006,M,46,-0.3170469130275253,incidence
2007,M,46,-0.31655485477707584,incidence
2008,M,46,-0.316059555502313,incidence
2009,M,46,-0.31556258692448835,incidence
2010,M,46,-0.3150655553797316,incidence
2011,M,46,-0.31457017261528997,incidence
2012,M,46,-0.3140781694583859,incidence
2013,M,46,-0.3135913396567439,incidence
2014,M,46,-0.3131115075962168,incidence
2015,M,46,-0.3126405227267246,incidence
2016,M,46,-0.3121802379991936,incidence
2017,M,46,-0.3117325267168675,incidence
2018,M,46,-0.3112992405788894,incidence
2019,M,46,-0.3108821880854128,incidence
2020,M,46,-0.3104831758349803,incidence
2021,M,46,-0.3101039303589118,incidence
2022,M,46,-0.30974615373317066,incidence
2023,M,46,-0.3094114338682411,incidence
2024,M,46,-0.309101320353368,incidence
2025,M,46,-0.30881722121396504,incidence
2026,M,46,-0.30855115213907114,incidence
2000,F,47,0,incidence
2001,F,47,-0.31406251319959955,incidence
2002,F,47,-0.3132380409278107,incidence
2003,F,47,-0.3124056915481017,incidence
2004,F,47,-0.3115702869447426,incidence
2005,F,47,-0.3107368659549697,incidence
2006,F,47,-0.3099107464063561,incidence
2007,F,47,-0.30909741509646615,incidence
2008,F,47,-0.30830251894884075,incidence
2009,F,47,-0.30753170070151115,incidence
2010,F,47,-0.3067906475206725,incidence
2011,F,47,-0.30608498261692074,incidence
2012,F,47,-0.30542013264328144,incidence
2013,F,47,-0.30480148296835985,incidence
2014,F,47,-0.3042339305194101,incidence
2015,F,47,-0.3037221933108917,incidence
2016,F,47,-0.3032705520527696,incidence
2017,F,47,-0.30288285608291715,incidence
2018,F,47,-0.30256246070620574,incidence
2019,F,47,-0.3023121848720081,incidence
2020,F,47,-0.30213427848957475,incidence
2021,F,47,-0.30203038499960955,incidence
2022,F,47,-0.30200153704231003,incidence
2023,F,47,-0.3020481393188952,incidence
2024,F,47,-0.30216993566244904,incidence
2025,F,47,-0.3023660638617484,incidence
2026,F,47,-0.30261903540197493,incidence
2000,M,47,0,incidence
2001,M,47,-0.3193943180274102,incidence
2002,M,47,-0.318934731167209,incidence
2003,M,47,-0.3184655474049341,incidence
2004,M,47,-0.31798799310704357,incidence
2005,M,47,-0.3175033067185009,incidence
2006,M,47,-0.3170128760589271,incidence
2007,M,47,-0.3165181765673043,incidence
2008,M,47,-0.3160207599510747,incidence
2009,M,47,-0.31552225571251424,incidence
2010,M,47,-0.31502438866693505,incidence
2011,M,47,-0.3145289138947813,incidence
2012,M,47,-0.31403765295772973,incidence
2013,M,47,-0.3135524790106085,incidence
2014,M,47,-0.313075309648624,incidence
2015,M,47,-0.31260802602769044,incidence
2016,M,47,-0.3121525659847277,incidence
2017,M,47,-0.31171084583787684,incidence
2018,M,47,-0.31128477305479646,incidence
2019,M,47,-0.3108762015573766,incidence
2020,M,47,-0.3104869785888639,incidence
2021,M,47,-0.3101188508661679,incidence
2022,M,47,-0.3097735221345152,incidence
2023,M,47,-0.3094526071318792,incidence
2024,M,47,-0.30915762651507617,incidence
2025,M,47,-0.30888999565042946,incidence
2026,M,47,-0.30864173458559,incidence
2000,F,48,0,incidence
2001,F,48,-0.31401873636868166,incidence
2002,F,48,-0.3131966293054798,incidence
2003,F,48,-0.3123659266243676,incidence
2004,F,48,-0.3115312426909276,incidence
2005,F,48,-0.3106974218173187,incidence
2006,F,48,-0.3098695826886781,incidence
2007,F,48,-0.3090530152668249,incidence
2008,F,48,-0.3082531467115065,incidence
2009,F,48,-0.30747547642570444,incidence
2010,F,48,-0.3067255271265687,incidence
2011,F,48,-0.30600876085927103,incidence
2012,F,48,-0.30533054371458174,incidence
2013,F,48,-0.30469605384982323,incidence
2014,F,48,-0.30411025514101575,incidence
2015,F,48,-0.3035777885768155,incidence
2016,F,48,-0.3031029694487177,incidence
2017,F,48,-0.30268968658446704,incidence
2018,F,48,-0.30234139261081533,incidence
2019,F,48,-0.3020610404821095,incidence
2020,F,48,-0.30185104863483314,incidence
2021,F,48,-0.3017132765367294,incidence
2022,F,48,-0.30164899418669694,incidence
2023,F,48,-0.301658878980992,incidence
2024,F,48,-0.3017429894000322,incidence
2025,F,48,-0.30190080464469504,incidence
2026,F,48,-0.30211516638658914,incidence
2000,M,48,0,incidence
2001,M,48,-0.3193992919231825,incidence
2002,M,48,-0.3189337268682737,incidence
2003,M,48,-0.3184585105549121,incidence
2004,M,48,-0.317974889341985,incidence
2005,M,48,-0.31748423206025683,incidence
2006,M,48,-0.31698798987621846,incidence
2007,M,48,-0.3164877091506374,incidence
2008,M,48,-0.315985037332476,incidence
2009,M,48,-0.3154817060052234,incidence
2010,M,48,-0.3149795089776567,incidence
2011,M,48,-0.31448031160748113,incidence
2012,M,48,-0.3139860289179856,incidence
2013,M,48,-0.31349862837027886,incidence
2014,M,48,-0.3130200761833334,incidence
2015,M,48,-0.3125524152715732,incidence
2016,M,48,-0.3120976167858878,incidence
2017,M,48,-0.31165769013865335,incidence
2018,M,48,-0.3112346057975406,incidence
2019,M,48,-0.3108302901528488,incidence
2020,M,48,-0.31044664277690925,incidence
2021,M,48,-0.3100854498240812,incidence
2022,M,48,-0.30974847236869635,incidence
2023,M,48,-0.3094373215243896,incidence
2024,M,48,-0.3091535586910042,incidence
2025,M,48,-0.3088985798116197,incidence
2026,M,48,-0.30866446299283534,incidence
2000,F,49,0,incidence
2001,F,49,-0.31398757744348027,incidence
2002,F,49,-0.31316978402782547,incidence
2003,F,49,-0.3123426127893273,incidence
2004,F,49,-0.31151043234135184,incidence
2005,F,49,-0.3106778608050611,incidence
2006,F,49,-0.3098498075656107,incidence
2007,F,49,-0.3090312893895809,incidence
2008,F,49,-0.3082275241942994,incidence
2009,F,49,-0.30744379314591014,incidence
2010,F,49,-0.30668541651218406,incidence
2011,F,49,-0.30595769201995915,incidence
2012,F,49,-0.3052658256591967,incidence
2013,F,49,-0.30461488959455096,incidence
2014,F,49,-0.30400975454431123,incidence
2015,F,49,-0.30345501711165224,incidence
2016,F,49,-0.30295499792243813,incidence
2017,F,49,-0.30251360100630037,incidence
2018,F,49,-0.3021344051962855,incidence
2019,F,49,-0.3018204423015029,incidence
2020,F,49,-0.30157431980535754,incidence
2021,F,49,-0.3013981101796042,incidence
2022,F,49,-0.30129333828733906,incidence
2023,F,49,-0.30126098047796307,incidence
2024,F,49,-0.3013014391658814,incidence
2025,F,49,-0.30141452576311795,incidence
2026,F,49,-0.3015834623501532,incidence
2000,M,49,0,incidence
2001,M,49,-0.31942341444464667,incidence
2002,M,49,-0.318950488751668,incidence
2003,M,49,-0.3184676382712144,incidence
2004,M,49,-0.3179761704209711,incidence
2005,M,49,-0.3174775155450875,incidence
2006,M,49,-0.3169732092501847,incidence
2007,M,49,-0.3164648889494335,incidence
2008,M,49,-0.3159542968174772,incidence
2009,M,49,-0.3154432432142041,incidence
2010,M,49,-0.3149336361448313,incidence
2011,M,49,-0.3144274424220594,incidence
2012,M,49,-0.31392667979273364,incidence
2013,M,49,-0.313433412041409,incidence
2014,M,49,-0.31294973669959436,incidence
2015,M,49,-0.31247775163614167,incidence
2016,M,49,-0.312019558969034,incidence
2017,M,49,-0.31157725567126277,incidence
2018,M,49,-0.31115292748215956,incidence
2019,M,49,-0.31074855228266063,incidence
2020,M,49,-0.3103660990515475,incidence
2021,M,49,-0.31000744638322925,incidence
2022,M,49,-0.30967438222605526,incidence
2023,M,49,-0.3093685757692096,incidence
2024,M,49,-0.30909163897164926,incidence
2025,M,49,-0.3088449543864861,incidence
2026,M,49,-0.3086206994468015,incidence
2000,F,50,0,incidence
2001,F,50,-0.31396767830569067,incidence
2002,F,50,-0.31315617404266183,incidence
2003,F,50,-0.31233446675027815,incidence
2004,F,50,-0.3115066651889964,incidence
2005,F,50,-0.3106771448652764,incidence
2006,F,50,-0.30985050049242996,incidence
2007,F,50,-0.3090315264876476,incidence
2008,F,50,-0.30822516058912575,incidence
2009,F,50,-0.3074364364185316,incidence
2010,F,50,-0.30667045101226864,incidence
2011,F,50,-0.30593227826012054,incidence
2012,F,50,-0.30522695755684176,incidence
2013,F,50,-0.3045593979321873,incidence
2014,F,50,-0.30393435518925516,incidence
2015,F,50,-0.3033563649452434,incidence
2016,F,50,-0.3028296990316775,incidence
2017,F,50,-0.30235830325941576,incidence
2018,F,50,-0.30194577150397733,incidence
2019,F,50,-0.3015952864720187,incidence
2020,F,50,-0.3013096092476479,incidence
